Artist Name,Track Name,Popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,duration_in min/ms,time_signature,release_year
Kasabian,Shoot the Runner,55.0,0.526,0.776,7.0,-4.169,1,0.0852,0.000431,0.334,0.524,131.194,207373.0,4,2006
Maeve,Sick,25.0,0.647,0.374,4.0,-11.81,0,0.0351,0.46,0.118,0.158,95.055,160547.0,4,2020
moe.,Silver Sun,46.0,0.384,0.733,9.0,-8.267,0,0.0358,0.0956,0.219,0.524,99.865,581167.0,4,1997
Lazy Days,Sinking,25.0,0.725,0.561,11.0,-10.829,0,0.0333,0.219,0.0453,0.71,120.063,108298.0,4,2018
Buddy Guy,Sit and Cry (The Blues),2.0,0.534,0.514,8.0,-8.628,1,0.0388,0.766,0.107,0.323,104.878,183533.0,4,1958
Dead Meadow,Sleepy Silver Door,40.0,0.365,0.632,11.0,-6.574,1,0.0303,0.444,0.127,0.289,129.545,452747.0,4,2000
The Verve,Slide Away,41.0,0.306,0.635,2.0,-7.566,1,0.032,0.017,0.0769,0.221,150.1,243453.0,4,1997
AJ Fullerton,Slippin' Away,24.0,0.4,0.814,10.0,-4.631,1,0.0804,0.288,0.118,0.492,110.006,205153.0,4,2021
Ghost King,Slither,27.0,0.358,0.845,8.0,-8.258,1,0.0632,0.549,0.106,0.398,170.051,141628.0,4,2016
Foghat,Slow Ride,67.0,0.493,0.586,2.0,-13.916,1,0.046,0.0202,0.102,0.656,113.618,232533.0,4,1975
Caligula's Horse,Slow Violence,36.0,0.472,0.832,1.0,-7.223,0,0.0724,0.000958,0.0345,0.58,191.987,270213.0,4,2020
Nirvana,Smells Like Teen Spirit,82.0,0.502,0.912,1.0,-4.556,1,0.0564,2.55E-05,0.106,0.72,116.761,301920.0,4,1991
Monjola,Smile,47.0,0.824,0.506,2.0,-11.637,0,0.226,0.139,0.0733,0.863,115.977,175862.0,4,2020
Wolf Alice,Smile,60.0,0.368,0.769,4.0,-5.002,1,0.0731,0.000153,0.0657,0.378,187.239,196804.0,4,2020
IRE,Smile and Watch It Burn,25.0,0.501,0.963,11.0,-4.228,0,0.105,0.000153,0.0852,0.203,114.992,261652.0,4,2023
Abby Sage,Smoke Break,31.0,0.573,0.452,11.0,-6.642,1,0.0312,0.196,0.124,0.149,76.014,207353.0,4,2021
Mako,Smoke Filled Room - Acoustic Session,31.0,0.735,0.43,9.0,-9.532,1,0.0349,0.573,0.111,0.522,129.942,316100.0,4,2015
Snot,Snot,52.0,0.584,0.976,1.0,-3.868,1,0.156,0.00432,0.333,0.535,140.304,201933.0,4,1997
The Atomic Bitchwax,So Come On,41.0,0.293,0.928,2.0,-4.865,0,0.095,4.2E-05,0.197,0.507,106.113,251973.0,4,2019
Reyanna Maria,So Pretty,67.0,0.799,0.543,10.0,-6.094,0,0.24,0.0512,0.134,0.25,187.906,142903.3,4,2020
The Shins,So Says I,51.0,0.462,0.754,7.0,-3.361,1,0.0459,0.00843,0.118,0.475,110.397,168533.0,3,2003
Earl St. Clair,Sober,37.0,0.475,0.723,10.0,-2.738,0,0.0521,0.0917,0.0634,0.745,176.996,179311.0,3,2016
Bappi Lahiri,Sochna Kya - Instrumental,30.0,0.289,0.0536,5.0,-15.224,1,0.038,0.959,0.239,0.227,134.304,146421.7,4,1990
Eddie Vedder,Society,68.0,0.561,0.327,11.0,-10.835,0,0.0327,0.902,0.111,0.298,161.858,236307.0,4,2007
Liily,Sold,41.0,0.491,0.839,11.0,-5.928,1,0.0386,0.0105,0.161,0.519,172.119,211511.0,4,2020
Backstreet Boys,Soldier,18.0,0.7,0.72,2.0,-4.372,1,0.0363,0.0919,0.33,0.647,114.979,389106.7,4,2013
rains,Solomon Crook,31.0,0.435,0.197,6.0,-10.988,0,0.0814,0.832,0.159,0.37,174.857,238701.7,4,2017
Jo Ann Kelly,Someday Baby Blues,30.0,0.515,0.48,1.0,-10.411,1,0.189,0.655,0.686,0.526,141.59,216187.0,4,1969
Duran Duran,Someone Else Not Me,37.0,0.465,0.606,2.0,-7.1,1,0.0243,0.00715,0.237,0.362,153.184,288747.0,4,2000
Adele,Someone Like You,80.0,0.556,0.319,9.0,-8.251,1,0.0281,0.893,0.0996,0.294,135.187,285240.0,4,2011
Peter Gregson,Somnia,51.0,0.0761,0.136,7.0,-23.502,1,0.0444,0.574,0.109,0.0381,81.738,198324.0,4,2015
Hockeysmith,Sorrelful,17.0,0.638,0.702,8.0,-4.233,0,0.108,0.0952,0.0662,0.662,98.804,152094.0,4,2020
Sueco,SOS (feat. Travis Barker),67.0,0.615,0.785,1.0,-4.88,1,0.0632,0.0186,0.166,0.369,150.03,169600.0,4,2020
Saint Jude,Soul On Fire,36.0,0.46,0.858,5.0,-4.495,1,0.0392,0.000233,0.0741,0.502,131.54,224773.0,4,2020
Still Dreams,Spell,21.0,0.622,0.814,9.0,-3.462,1,0.0329,0.0716,0.0789,0.746,109.987,239642.0,4,2020
Abra Cadabra,Spin This Coupe,61.0,0.676,0.828,10.0,-4.725,0,0.261,0.132,0.0822,0.544,139.974,161564.0,4,2020
Black Rebel Motorcycle Club,Spread Your Love,61.0,0.415,0.901,2.0,-3.124,1,0.0428,0.00987,0.136,0.424,128.216,225333.0,4,2001
Middle Kids,Stacking Chairs,39.0,0.549,0.758,8.0,-5.991,1,0.0262,0.0267,0.213,0.486,109.975,188347.0,4,2017
Thursday,Standing on the Edge of Summer,43.0,0.236,0.846,2.0,-4.534,1,0.0482,0.00011,0.0985,0.372,168.702,222040.0,4,2001
Pinkish Blu,Start a Band,39.0,0.581,0.812,5.0,-4.456,1,0.0365,0.0232,0.0865,0.622,133.992,183539.0,4,2020
Bay Ledges,Stay,36.0,0.695,0.654,4.0,-10.254,0,0.0523,0.379,0.177,0.946,86.016,212093.0,4,2019
Slow Pulp,Steel Birds,39.0,0.581,0.432,2.0,-7.305,1,0.0262,0.461,0.0972,0.253,140.062,203500.0,4,2020
Jelani Aryeh,Stella Brown,66.0,0.724,0.48,2.0,-7.537,1,0.0342,0.211,0.289,0.591,125.007,187415.0,4,2020
Oasis,Stop Crying Your Heart Out,67.0,0.38,0.573,2.0,-5.334,1,0.03,0.077,0.0776,0.0901,74.988,303133.0,4,2002
Electric Light Orchestra,Strange Magic,53.0,0.442,0.327,9.0,-12.831,0,0.0267,0.772,0.325,0.318,95.394,246053.0,4,1975
Kendre Streeter,Strange Stains,30.0,0.585,0.646,3.0,-8.809,0,0.056,0.00399,0.107,0.404,92.123,245243.0,4,2021
Charlie Hunter,Stranger Blues (feat. Dashawn Hickman),16.0,0.572,0.634,7.0,-8.446,1,0.108,0.332,0.116,0.787,187.889,176723.0,4,2021
Death Valley Girls,Street Justice,25.0,0.324,0.948,9.0,-4.609,1,0.0522,8.85E-06,0.165,0.342,90.542,160587.0,4,2020
Dry Cleaning,Strong Feelings,52.0,0.748,0.467,11.0,-9.253,0,0.0365,0.0208,0.0656,0.96,130.047,244533.0,4,2021
Kirk Fletcher,Struggle for Grace,37.0,0.486,0.586,2.0,-7.493,0,0.0396,0.0186,0.0496,0.321,177.802,313253.0,4,2022
Tyla Yaweh,Stuntin' On You (feat. DDG & Dame D.O.L.L.A.) - Remix,61.0,0.816,0.669,8.0,-5.943,1,0.3,0.00928,0.124,0.774,173.936,183141.0,4,2021
The Isley Brothers,Summer Breeze - Live,27.0,0.333,0.547,9.0,-11.288,0,0.0443,0.151,0.165,0.473,162.392,624493.0,4,1973
KURUPT FM,Summertime (feat. Craig David),60.0,0.545,0.872,3.0,-4.409,1,0.166,0.0395,0.394,0.799,98.069,205374.0,3,2021
Seasick Steve,Sun on My Face,44.0,0.44,0.184,4.0,-13.965,1,0.0612,0.863,0.0932,0.261,182.017,245933.0,3,2015
Lonely God,Sunday,51.0,0.719,0.738,11.0,-5.653,0,0.0391,0.0139,0.068,0.505,128.006,155391.0,4,2020
Duckwrth,Super Bounce,64.0,0.772,0.61,9.0,-6.175,0,0.206,0.239,0.124,0.747,74.519,218018.0,4,2021
AB6IX,SURREAL - Alternative Rock Mix,31.0,0.445,0.861,10.0,-4.045,0,0.0876,0.0644,0.0986,0.549,153.0,217494.0,4,2022
KURUPT FM,Suttin Like That - Instrumental,22.0,0.817,0.599,11.0,-10.213,0,0.438,0.0391,0.294,0.496,70.051,154927.0,4,2020
Westlife,Swear It Again - Radio Edit,13.0,0.626,0.532,9.0,-7.205,1,0.0275,0.296,0.123,0.33,130.071,413221.7,4,1999
Popa Chubby,Sweet Goddess of Love and Beer,33.0,0.683,0.684,9.0,-7.296,1,0.0515,0.257,0.135,0.854,110.426,279640.0,4,2001
The Velvet Underground,Sweet Jane,63.0,0.619,0.637,2.0,-7.369,1,0.0286,0.015,0.374,0.936,105.205,246307.0,4,1970
Guns N' Roses,Sympathy For The Devil,54.0,0.31,0.945,8.0,-6.714,1,0.168,0.0174,0.211,0.25,108.399,455560.0,4,1994
The Rolling Stones,Sympathy For The Devil,75.0,0.702,0.668,9.0,-9.237,1,0.214,0.518,0.0588,0.561,116.063,378147.0,4,1968
Albert Collins,T-Bone Shuffle,51.0,0.537,0.695,11.0,-9.88,1,0.0377,0.00393,0.084,0.77,131.307,295693.0,4,1969
"KK, Dominique",Tadap Tadap,46.0,0.468,0.462,2.0,-10.661,1,0.127,0.514,0.162,0.161,160.307,662955.0,3,1999
The Interrupters,Take Back The Power,51.0,0.383,0.974,11.0,-0.19,1,0.0985,0.142,0.168,0.682,185.07,200747.0,4,2014
Westlife,Take Me There,37.0,0.673,0.77,11.0,-4.071,1,0.0344,0.608,0.113,0.565,117.116,343111.7,4,2009
a-ha,Take On Me - Live,29.0,0.351,0.957,9.0,-5.282,1,0.159,0.00621,0.97,0.212,167.871,570978.3,4,1985
Rage Against The Machine,Take The Power Back,60.0,0.62,0.912,1.0,-4.011,1,0.221,0.0728,0.249,0.291,106.236,336440.0,4,1992
Vijay Prakash,Tandanana - Brahmam Okate,17.0,0.414,0.585,1.0,-7.315,1,0.0879,0.768,0.0897,0.742,168.025,532778.3,3,2016
Sl√∏tface,Tap the pack,23.0,0.401,0.822,9.0,-7.091,1,0.122,0.000147,0.0713,0.674,174.966,146520.0,4,2020
Selda Baƒücan,Tatlƒ± Dillim,45.0,0.559,0.325,9.0,-9.582,1,0.0385,0.987,0.131,0.496,98.535,120686.0,4,1975
Baba Zula,Tavus Havasi (Peacock Mood),29.0,0.658,0.801,7.0,-9.396,1,0.0638,0.00379,0.102,0.632,103.662,233588.0,4,2005
Shawn Mendes,Teach Me How To Love,71.0,0.592,0.885,9.0,-4.944,0,0.0807,0.0505,0.0843,0.731,98.991,202357.0,4,2021
5 Seconds of Summer,Teeth,79.0,0.749,0.461,10.0,-2.961,0,0.0416,0.0516,0.0738,0.42,139.02,204887.0,4,2019
Annie Taylor,Telephone,31.0,0.422,0.809,11.0,-6.389,0,0.0438,0.000118,0.149,0.728,174.92,168901.0,4,2020
Every Avenue,Tell Me I'm A Wreck,62.0,0.578,0.76,5.0,-2.307,1,0.0329,0.00188,0.142,0.7,127.904,219973.0,4,2011
Johnny Winter,"Tell The Truth - Live at The Woodstock Music & Art Fair, August 18, 1969",26.0,0.3,0.791,8.0,-9.993,1,0.114,0.246,0.707,0.691,153.036,411120.0,4,1969
John Petrucci,Temple Of Circadia,46.0,0.271,0.96,4.0,-5.308,0,0.088,0.000207,0.114,0.317,133.245,430213.0,3,2020
Magnus Karlsson‚Äôs Free Fall,Temples And Towers,28.0,0.273,0.955,7.0,-5.624,0,0.105,2.33E-05,0.334,0.198,199.948,337147.0,4,2020
Imminence,Temptation,58.0,0.173,0.929,2.0,-4.231,1,0.0727,0.00177,0.175,0.2,80.041,223188.0,4,2021
Michael Burks,Thank God For Fools,10.0,0.671,0.86,7.0,-5.381,1,0.0339,0.033,0.342,0.765,113.028,254000.0,4,2008
Bad Waitress,That Sedative,35.0,0.175,0.857,9.0,-4.325,0,0.0416,5.5E-06,0.353,0.43,170.136,141404.0,4,2020
Good Charlotte,The Anthem,74.0,0.494,0.939,1.0,-3.127,1,0.126,0.00666,0.139,0.893,177.751,175093.0,4,2002
Hollywood Vampires,The Boogieman Surprise,28.0,0.432,0.949,9.0,-3.152,1,0.056,0.00995,0.608,0.414,139.957,218267.0,4,2019
Coheed and Cambria,The Dark Sentencer,44.0,0.324,0.969,11.0,-5.26,0,0.167,0.00106,0.247,0.303,119.994,464520.0,4,2018
Opeth,The Drapery Falls,39.0,0.102,0.859,7.0,-6.119,1,0.0775,0.000351,0.0774,0.274,191.293,653867.0,3,2003
Beautify Junkyards,The Fountain,34.0,0.314,0.614,5.0,-9.619,0,0.0403,0.633,0.135,0.324,169.899,196892.0,4,2018
Weezer,The Good Life,54.0,0.539,0.893,6.0,-4.566,1,0.0423,0.14,0.339,0.683,135.76,257000.0,4,1996
Gilby Clarke,The Gospel Truth,19.0,0.646,0.861,11.0,-4.415,1,0.0984,0.019,0.074,0.802,130.044,236680.0,4,2021
Gary Clark Jr.,The Healing - Live,39.0,0.344,0.56,7.0,-8.363,0,0.031,0.222,0.679,0.345,89.193,338227.0,4,2015
Modou Toure,The Lighthouse Keeper,5.0,0.504,0.553,9.0,-10.893,0,0.0405,0.66,0.206,0.735,87.896,251500.0,4,2020
Too Late Babe,The Lowest Pair,44.0,0.373,0.681,2.0,-8.002,1,0.0385,0.137,0.145,0.249,168.533,481936.7,4,2014
BRIDEAR,The Moment,31.0,0.504,0.956,7.0,-2.148,1,0.129,0.000274,0.042,0.46,99.983,195222.0,4,2020
The Telescopes,The Perfect Needle,31.0,0.278,0.568,2.0,-9.636,1,0.033,1.04E-05,0.331,0.216,95.514,208040.0,4,1992
Ekin Fil,The Reckoning,21.0,0.142,0.0664,7.0,-25.04,1,0.0467,0.871,0.102,0.0388,145.565,312000.0,1,2020
Gil Scott-Heron,The Revolution Will Not Be Televised,58.0,0.558,0.677,11.0,-12.38,0,0.207,0.535,0.101,0.96,180.685,185879.0,4,1971
Michael Franti & Spearhead,The Sound Of Sunshine,49.0,0.673,0.902,10.0,-4.886,1,0.0553,0.0164,0.269,0.704,97.007,225133.0,4,2010
I,The Storm I Ride,39.0,0.521,0.961,2.0,-5.752,1,0.0459,0.189,0.112,0.26,124.993,269213.0,4,2006
Nation of Language,The Wall & I,46.0,0.558,0.876,6.0,-5.625,1,0.0288,0.0244,0.0971,0.448,141.995,304714.0,4,2021
Living Proof,The War On Drugs,63.0,0.604,0.157,9.0,-14.174,1,0.0315,0.892,0.113,0.126,116.032,489778.3,4,2018
The Band,The Weight - Remastered,73.0,0.63,0.551,9.0,-9.28,1,0.0549,0.373,0.103,0.518,143.868,274493.0,4,1968
Katatonia,The Winter of Our Passing,40.0,0.58,0.694,5.0,-9.529,0,0.0338,0.000351,0.276,0.439,120.048,198027.0,4,2020
Echo Collective,The Witching Hour,26.0,0.0765,0.0521,5.0,-18.188,0,0.0431,0.826,0.092,0.0271,80.809,330448.0,3,2021
Battles,The Yabba,39.0,0.616,0.541,10.0,-10.449,1,0.0618,0.312,0.109,0.585,164.038,409120.0,4,2015
"Luther ""Snake Boy"" Johnson",They call me the snake,30.0,0.6,0.319,4.0,-12.587,1,0.143,0.739,0.289,0.41,137.954,337600.0,3,1973
Bettye LaVette,Things Have Changed,43.0,0.716,0.667,11.0,-4.624,0,0.0349,0.127,0.0822,0.686,110.583,416560.0,4,2018
Amos Milburn,Thinking And Drinking,34.0,0.76,0.323,2.0,-12.06,1,0.125,0.983,0.134,0.648,110.369,144787.0,4,1952
Franz Ferdinand,This Fire,54.0,0.549,0.87,7.0,-9.453,1,0.0543,0.00249,0.127,0.671,138.078,254693.0,4,2004
"Florida Georgia Line, Luke Bryan",This Is How We Roll,71.0,0.555,0.931,8.0,-2.969,1,0.0367,0.016,0.405,0.723,132.085,368178.3,4,2014
Midnight Riot,This Is My Squad,20.0,0.661,0.973,7.0,-4.579,1,0.0449,0.00736,0.189,0.815,101.991,175830.0,4,2020
Niall Horan,This Town,60.0,0.679,0.407,9.0,-7.778,1,0.0302,0.699,0.122,0.195,111.814,387666.7,4,2016
P Money,This Year,54.0,0.824,0.634,2.0,-8.894,1,0.164,0.0193,0.12,0.229,139.975,178639.0,4,2019
"Arijit Singh, Himani Kapoor",Thode Kam Ajnabi,59.0,0.266,0.443,5.0,-9.131,1,0.0327,0.734,0.0992,0.405,83.629,497583.3,4,2020
Dexter Gordon,Three O'Clock In The Morning - Rudy Van Gelder Edition,39.0,0.508,0.533,5.0,-6.863,1,0.0312,0.478,0.0839,0.812,141.973,569445.0,4,1961
Corey Taylor,Thunder Force,48.0,0.326,0.942,3.0,-6.092,1,0.0787,8.59E-05,0.322,0.596,111.009,221429.0,3,2021
Cam,Till There's Nothing Left,71.0,0.577,0.634,2.0,-6.905,1,0.0365,0.00339,0.209,0.335,75.752,325858.3,4,2020
Khruangbin,Time (You and I),65.0,0.751,0.49,11.0,-13.679,1,0.0453,0.00932,0.0725,0.925,105.407,342189.0,4,2020
Ailbhe Reddy,Time Difference,36.0,0.548,0.161,2.0,-14.991,1,0.0326,0.861,0.102,0.309,80.069,190900.0,4,2020
Of Mice & Men,Timeless,52.0,0.529,0.944,8.0,-7.203,1,0.0881,8.05E-05,0.104,0.133,115.002,246500.0,4,2021
Tupperwave,Timeless,41.0,0.788,0.681,7.0,-13.456,0,0.158,0.119,0.0969,0.805,86.957,162024.0,4,2020
Mr. Big,To Be With You,73.0,0.688,0.375,4.0,-9.601,1,0.0535,0.286,0.133,0.45,83.635,210480.0,4,1991
Gang Of Four,To Hell With Poverty,40.0,0.408,0.885,7.0,-9.635,1,0.149,0.000456,0.278,0.231,134.524,299600.0,4,1981
Julia Jacklin,"to Perth, before the border closes",52.0,0.589,0.274,2.0,-12.442,1,0.031,0.302,0.107,0.23,95.666,176733.0,4,2022
Angelo De Augustine,Tomb,44.0,0.644,0.233,10.0,-14.938,1,0.0316,0.971,0.103,0.643,85.685,258003.0,4,2019
Tommy Genesis,Tommy,51.0,0.716,0.855,1.0,-7.856,1,0.0488,0.00287,0.268,0.377,138.008,162481.0,4,2018
Yuksek,Tonight,28.0,0.667,0.758,8.0,-3.955,1,0.0471,0.0247,0.0708,0.307,128.974,255293.0,4,2019
Jessy Martens and Band,Touch My Blues Away - Live,36.0,0.311,0.466,10.0,-8.163,1,0.0367,0.0171,0.738,0.233,158.661,544640.0,3,2011
The Jam,Town Called Malice,69.0,0.542,0.91,7.0,-8.924,1,0.0873,0.00228,0.0686,0.775,101.774,173320.0,4,1982
Darkthrone,Transilvanian Hunger - Studio,47.0,0.267,1.0,4.0,-4.92,0,0.135,0.016,0.45,0.0215,138.616,369760.0,4,1994
The Revisit Project,Transition,15.0,0.628,0.59,7.0,-7.47,0,0.0487,0.295,0.137,0.436,86.049,350930.0,4,2020
Sweet Misery,Tré Burt,28.0,0.614,0.546,2.0,-6.858,1,0.0296,0.625,0.0957,0.435,87.353,315548.3,4,2020
Suicidal Tendencies,Trip at the Brain,43.0,0.299,0.914,4.0,-12.181,0,0.0479,0.00107,0.102,0.637,103.465,271373.0,4,1989
"Ludwig van Beethoven, Anne-Sophie Mutter, Yo-Yo Ma, Daniel Barenboim, West-Eastern Divan Orchestra","Triple Concerto in C Major, Op. 56: 2. Largo - attacca - Live at Philharmonie, Berlin / 2019",25.0,0.148,0.0978,8.0,-22.617,1,0.0407,0.787,0.145,0.039,89.658,527906.7,4,2019
Busta Rhymes,True Indeed,42.0,0.417,0.945,2.0,-2.639,1,0.357,0.000367,0.249,0.805,177.645,113120.0,4,2020
Ziggy Marley,True To Myself,64.0,0.88,0.564,1.0,-6.431,1,0.0498,0.0786,0.0565,0.83,99.019,225600.0,4,2003
S. P. Balasubrahmanyam,Tumse Milne Ki Tamanna Hai,48.0,0.532,0.779,9.0,-11.326,0,0.0622,0.241,0.154,0.671,119.735,549978.3,4,1991
Zuli Jr.,Two,33.0,0.643,0.467,2.0,-5.503,1,0.0332,0.248,0.105,0.784,171.937,206693.0,3,2021
nic violets,twofaces,37.0,0.607,0.722,7.0,-7.885,0,0.117,0.00666,0.455,0.65,100.118,157964.0,4,2020
Jack Harlow,Tyler Herro,79.0,0.794,0.756,5.0,-7.16,0,0.136,0.11,0.247,0.775,123.066,156498.0,4,2020
yes/and,Ugly Orange,16.0,0.556,0.234,2.0,-16.707,1,0.0457,0.982,0.0844,0.395,108.8,259725.0,3,2023
Jade Bird,Uh Huh,54.0,0.584,0.81,11.0,-3.092,1,0.0406,0.0188,0.313,0.57,119.859,142444.0,4,2018
Devon Gilfillian,Unchained,49.0,0.385,0.832,7.0,-4.9,0,0.0891,0.0313,0.132,0.673,179.839,244536.0,4,2019
Converge,Under Duress,33.0,0.348,0.941,1.0,-4.155,1,0.0903,3.27E-06,0.0559,0.184,139.467,222884.0,3,2017
The Cold Stares,Under His Command,37.0,0.601,0.302,1.0,-8.44,0,0.0341,0.905,0.108,0.153,85.041,195667.0,4,2019
DIIV,Under the Sun,54.0,0.552,0.851,2.0,-6.229,1,0.033,0.00143,0.131,0.938,154.962,227000.0,4,2006
Kasabian,Underdog,63.0,0.526,0.895,5.0,-5.407,0,0.0543,0.0603,0.582,0.655,101.016,277467.0,4,2009
Bonnie Raitt,Unintended Consequence Of Love,38.0,0.708,0.565,11.0,-5.505,0,0.0465,0.273,0.0367,0.837,93.806,289027.0,4,2017
Oxbow,Untitled,12.0,0.408,0.56,9.0,-6.451,0,0.164,0.173,0.129,0.394,131.507,370133.0,3,1991
"Morgan Wallen, Florida Georgia Line",Up Down (feat. Florida Georgia Line),72.0,0.589,0.882,6.0,-3.039,1,0.035,0.0813,0.146,0.793,129.915,328755.0,4,2017
Coldplay,Up&Up,69.0,0.479,0.717,7.0,-5.459,1,0.0605,0.0488,0.102,0.253,163.989,405320.0,4,2015
Foreigner,Urgent,60.0,0.855,0.803,4.0,-5.849,0,0.0316,0.342,0.0841,0.962,114.867,452000.0,4,1981
Harakiri for the Sky,Us Against December Skies,46.0,0.165,0.946,10.0,-6.96,0,0.0684,1.71E-05,0.111,0.251,95.047,501093.0,3,2021
You And I,Valerie June,40.0,0.504,0.559,7.0,-6.838,1,0.0331,0.514,0.321,0.428,131.926,365088.3,3,2020
Alice Merton,Vertigo,58.0,0.429,0.854,5.0,-5.404,1,0.0426,0.0012,0.239,0.683,135.008,186014.0,4,2021
Rafael Farina,Vino Amargo,33.0,0.544,0.248,6.0,-11.302,0,0.0583,0.884,0.26,0.511,122.842,223800.0,4,1965
"Johann Sebastian Bach, Hilary Hahn","Violin Partita No. 3 in E Major, BWV 1006: III. Gavotte en rondeau",26.0,0.456,0.108,4.0,-16.453,1,0.0565,0.989,0.142,0.804,111.851,326733.3,3,2003
Fibre,Virtual World,34.0,0.698,0.884,7.0,-6.017,0,0.0684,0.0955,0.0897,0.692,122.024,245902.0,4,2017
Sirenia,Voyage Voyage,48.0,0.527,0.941,1.0,-5.224,1,0.0513,0.00102,0.205,0.62,125.994,258564.0,4,2020
Fangclub,Vulture Culture,45.0,0.293,0.917,9.0,-6.104,1,0.074,1.28E-05,0.435,0.504,180.146,199077.0,4,2019
Hemlata,Wafa Jo Na Ki,17.0,0.497,0.674,4.0,-6.081,1,0.1,0.888,0.147,0.585,90.402,315288.3,4,1977
Sam Fender,"Waiting For Love - Recorded At RAK Studios, London",50.0,0.333,0.691,6.0,-5.224,0,0.0428,0.0135,0.164,0.341,125.204,165000.0,4,2021
Dolly Ave,Waiting for You,21.0,0.161,0.261,3.0,-10.281,1,0.0305,0.925,0.184,0.085,66.909,204743.0,3,2021
The Hives,Walk Idiot Walk,58.0,0.623,0.947,9.0,-3.934,1,0.103,0.00386,0.582,0.684,146.318,211813.0,4,2004
The Hives,Walk Idiot Walk,58.0,0.623,0.947,9.0,-3.934,1,0.103,0.00386,0.582,0.684,146.318,211813.0,4,2004
Joe Bonamassa,Walk In My Shadow - Live,44.0,0.458,0.865,1.0,-5.764,0,0.0694,0.0165,0.946,0.69,119.823,269360.0,4,2008
Toad The Wet Sprocket,Walk On the Ocean,55.0,0.395,0.502,6.0,-8.328,1,0.0309,0.236,0.332,0.323,183.237,178376.0,3,1991
Robin Trower,Walking Wounded,32.0,0.546,0.227,10.0,-12.635,0,0.0317,0.782,0.141,0.101,60.037,254145.0,4,1991
Cake,War Pigs,57.0,0.581,0.566,5.0,-8.169,0,0.0357,0.00698,0.0968,0.449,83.904,234013.0,4,2004
The Vanities,Wasted All My Days,23.0,0.43,0.942,10.0,-3.008,1,0.0913,0.000166,0.103,0.557,91.483,140400.0,4,2020
Post-Party,Wasting Time,39.0,0.459,0.747,3.0,-5.439,1,0.0309,0.000956,0.104,0.673,89.974,167556.0,4,2020
Junior Wells,Watch Me Move,19.0,0.684,0.932,11.0,-6.019,0,0.117,0.123,0.0627,0.772,102.924,245827.0,4,1997
The Dangerous Summer,Way Down,45.0,0.402,0.923,8.0,-5.596,1,0.0468,0.0037,0.469,0.237,83.238,201229.0,4,2020
Billy Joel,We Didn't Start the Fire,76.0,0.712,0.967,7.0,-5.206,1,0.047,0.0771,0.356,0.895,145.024,287733.0,4,1989
Inhaler,We Have To Move On,51.0,0.463,0.953,4.0,-5.008,0,0.0672,0.00702,0.125,0.721,160.042,252547.0,4,2020
Against The Current,weapon,64.0,0.402,0.924,7.0,-4.089,0,0.156,0.00021,0.237,0.443,180.075,197209.0,4,2021
Low Island,What Do You Stand For,42.0,0.625,0.79,10.0,-7.068,0,0.0369,0.0054,0.11,0.513,110.022,225851.0,4,2020
The Magic Gang,What Have You Got To Lose,45.0,0.7,0.713,2.0,-4.741,0,0.0483,0.00549,0.112,0.425,121.95,231701.0,4,2018
JayWood,What You Do To Me,35.0,0.495,0.868,7.0,-5.122,1,0.0621,0.124,0.0916,0.668,81.024,254024.0,4,2021
Wargirl,Whatcha Say,30.0,0.868,0.562,5.0,-7.063,0,0.0534,0.277,0.115,0.614,114.025,188733.0,4,2020
Prince,When Doves Cry,71.0,0.729,0.989,9.0,-4.613,0,0.049,0.0102,0.443,0.84,126.47,588176.7,4,1984
John Mayall & The Bluesbreakers,When The Devil Starts Crying,28.0,0.481,0.799,2.0,-8.098,1,0.0459,0.0451,0.589,0.745,140.217,253867.0,4,1995
Lewis Capaldi,when the party's over - Recorded at Spotify Studios NYC,65.0,0.509,0.183,10.0,-10.27,1,0.0377,0.946,0.0914,0.258,117.354,388061.7,3,2019
Trois Amis,When You Are Around,59.0,0.559,0.194,8.0,-16.927,1,0.0412,0.909,0.132,0.169,84.095,319245.0,4,2020
Bully,Where to Start,44.0,0.341,0.875,9.0,-4.581,1,0.0406,2.32E-05,0.135,0.477,78.948,180601.0,4,2020
R3HAB,Where You Wanna Be,48.0,0.766,0.698,3.0,-7.549,0,0.228,0.329,0.0835,0.204,123.926,158710.0,4,2019
The Lazy Eyes,Where's My Brain??? - Edit,33.0,0.551,0.831,9.0,-5.922,1,0.141,0.064,0.323,0.619,176.091,184428.0,4,2020
Heart,White Lightning And Wine,42.0,0.699,0.42,11.0,-12.113,0,0.0564,0.0767,0.359,0.744,117.145,233600.0,4,1975
Led Zeppelin,Whole Lotta Love,77.0,0.412,0.902,9.0,-11.6,1,0.405,0.0484,0.405,0.422,89.74,333893.0,4,1969
Hala,Why Do You Want Anything To Do With Me?,27.0,0.533,0.82,6.0,-6.341,0,0.0295,0.0887,0.141,0.896,154.983,168101.0,4,2020
Parkway Drive,Wild Eyes,59.0,0.299,0.99,6.0,-3.498,1,0.156,0.000732,0.165,0.197,110.313,258587.0,4,2015
Wil Owen,Will It All Work Out?,37.0,0.472,0.251,1.0,-13.75,0,0.0427,0.901,0.118,0.202,100.964,152857.0,4,2020
